id,gene,cell,nsnp,b,se,CIlower,CIupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,cancer,cancerid,match,PPH4.PWCOCO.,ldcheck,H4..conventional.coloc.
"SPAG1_NK cell, CD56dim CD16+",SPAG1,"NK cell, CD56dim CD16+",1,0.078858665,0.019360511,NA,NA,4.64E-05,NA,NA,NA,NA,NA,NA,NA,0.040912064,0.116805266,1.08205138,1.041760494,1.123900547,0.01034839,Skin cancer,finn-b-C3_SKIN,"SPAG1_NK cell, CD56dim CD16+_Skin cancer_finn-b-C3_SKIN",0.912436181,1,0.912436
"SPAG1_T cell, CD4, TH2",SPAG1,"T cell, CD4, TH2",1,0.063548751,0.015214592,NA,NA,2.96E-05,NA,NA,NA,NA,NA,NA,NA,0.033728152,0.09336935,1.065611434,1.034303395,1.097867158,0.006905048,Skin cancer,finn-b-C3_SKIN,"SPAG1_T cell, CD4, TH2_Skin cancer_finn-b-C3_SKIN",0.002707474,1,1
"MOG_NK cell, CD56dim CD16+",MOG,"NK cell, CD56dim CD16+",1,0.072801951,0.019254091,NA,NA,0.000156127,NA,NA,NA,NA,NA,NA,NA,0.035063932,0.11053997,1.075517511,1.03568592,1.11688099,0.028121666,Skin cancer,finn-b-C3_SKIN,"MOG_NK cell, CD56dim CD16+_Skin cancer_finn-b-C3_SKIN",0.004053344,1,1
"MOG_T cell, CD4, memory TREG",MOG,"T cell, CD4, memory TREG",1,0.082763407,0.02188862,NA,NA,0.000156127,NA,NA,NA,NA,NA,NA,NA,0.039861713,0.125665102,1.086284771,1.040666853,1.133902363,0.028121666,Skin cancer,finn-b-C3_SKIN,"MOG_T cell, CD4, memory TREG_Skin cancer_finn-b-C3_SKIN",0.778737654,1,1
"ZFP57_Monocyte, classical",ZFP57,"Monocyte, classical",1,0.071411587,0.018886379,NA,NA,0.000156127,NA,NA,NA,NA,NA,NA,NA,0.034394285,0.10842889,1.074023189,1.034992608,1.114525652,0.028121666,Skin cancer,finn-b-C3_SKIN,"ZFP57_Monocyte, classical_Skin cancer_finn-b-C3_SKIN",0.711478391,1,1
"SPAG1_T cell, CD4, naive",SPAG1,"T cell, CD4, naive",1,0.084620466,0.020498902,NA,NA,3.66E-05,NA,NA,NA,NA,NA,NA,NA,0.044442619,0.124798313,1.08830394,1.045444986,1.132919935,0.008287159,Skin cancer,finn-b-C3_SKIN,"SPAG1_T cell, CD4, naive_Skin cancer_finn-b-C3_SKIN",0.8756827,1,0.875683
"MOG_T cell, CD4, naive",MOG,"T cell, CD4, naive",1,0.074168014,0.019445442,NA,NA,0.000136647,NA,NA,NA,NA,NA,NA,NA,0.036054947,0.11228108,1.076987739,1.036712809,1.118827297,0.025535966,Skin cancer,finn-b-C3_SKIN,"MOG_T cell, CD4, naive_Skin cancer_finn-b-C3_SKIN",0.003643297,1,1
"GABBR1_NK cell, CD56dim CD16+",GABBR1,"NK cell, CD56dim CD16+",1,0.09530527,0.022700853,NA,NA,2.69E-05,NA,NA,NA,NA,NA,NA,NA,0.050811598,0.139798943,1.099994599,1.052124652,1.150042551,0.006700383,Skin cancer,finn-b-C3_SKIN,"GABBR1_NK cell, CD56dim CD16+_Skin cancer_finn-b-C3_SKIN",0.003965306,1,1
"HLA-F-AS1_B cell, naive",HLA-F-AS1,"B cell, naive",1,0.083463079,0.021554174,NA,NA,0.000107837,NA,NA,NA,NA,NA,NA,NA,0.041216898,0.125709259,1.087045079,1.042078105,1.133952434,0.02208437,Skin cancer,finn-b-C3_SKIN,"HLA-F-AS1_B cell, naive_Skin cancer_finn-b-C3_SKIN",0.003895172,1,1
"ZFP57_B cell, naive",ZFP57,"B cell, naive",1,0.062045246,0.016113692,NA,NA,0.000117893,NA,NA,NA,NA,NA,NA,NA,0.030462408,0.093628083,1.064010485,1.030931135,1.098151249,0.02231007,Skin cancer,finn-b-C3_SKIN,"ZFP57_B cell, naive_Skin cancer_finn-b-C3_SKIN",0.00396145,1,1
"ZFP57_T cell, CD8, naive",ZFP57,"T cell, CD8, naive",1,0.063544031,0.01650294,NA,NA,0.000117893,NA,NA,NA,NA,NA,NA,NA,0.031198268,0.095889794,1.065606405,1.031690035,1.10063776,0.02231007,Skin cancer,finn-b-C3_SKIN,"ZFP57_T cell, CD8, naive_Skin cancer_finn-b-C3_SKIN",0.003853083,1,1
"ZFP57_T cell, CD4, TH1",ZFP57,"T cell, CD4, TH1",1,0.064607969,0.016779254,NA,NA,0.000117893,NA,NA,NA,NA,NA,NA,NA,0.031720631,0.097495306,1.066740746,1.032229092,1.102406267,0.02231007,Skin cancer,finn-b-C3_SKIN,"ZFP57_T cell, CD4, TH1_Skin cancer_finn-b-C3_SKIN",0.004572081,1,1
"ZFP57_T cell, CD4, memory TREG",ZFP57,"T cell, CD4, memory TREG",1,0.062461302,0.016221746,NA,NA,0.000117893,NA,NA,NA,NA,NA,NA,NA,0.03066668,0.094255924,1.064453266,1.031141746,1.098840929,0.02231007,Skin cancer,finn-b-C3_SKIN,"ZFP57_T cell, CD4, memory TREG_Skin cancer_finn-b-C3_SKIN",0.778732456,1,1
"ZFP57_T cell, CD4, TH1 TH17",ZFP57,"T cell, CD4, TH1 TH17",1,0.063786648,0.01656595,NA,NA,0.000117893,NA,NA,NA,NA,NA,NA,NA,0.031317386,0.09625591,1.06586497,1.031812935,1.101040795,0.02231007,Skin cancer,finn-b-C3_SKIN,"ZFP57_T cell, CD4, TH1 TH17_Skin cancer_finn-b-C3_SKIN",0.003936316,1,1
"ZFP57_T cell, CD4, TH17",ZFP57,"T cell, CD4, TH17",1,0.062924319,0.016341995,NA,NA,0.000117893,NA,NA,NA,NA,NA,NA,NA,0.030894008,0.09495463,1.06494624,1.03137618,1.099608964,0.02231007,Skin cancer,finn-b-C3_SKIN,"ZFP57_T cell, CD4, TH17_Skin cancer_finn-b-C3_SKIN",0.010664463,1,1
"CTSK_T cell, CD8, naive",CTSK,"T cell, CD8, naive",1,-0.07919094,0.015697315,NA,NA,4.54E-07,NA,NA,NA,NA,NA,NA,NA,-0.109957677,-0.048424204,0.923863505,0.89587205,0.95272955,0.000121155,Skin cancer,finn-b-C3_SKIN,"CTSK_T cell, CD8, naive_Skin cancer_finn-b-C3_SKIN",0.352400379,1,0.901184
"CTSK_Monocyte, non-classical",CTSK,"Monocyte, non-classical",1,-0.100940332,0.020008503,NA,NA,4.54E-07,NA,NA,NA,NA,NA,NA,NA,-0.140156997,-0.061723666,0.903986971,0.869221759,0.940142644,0.000121155,Skin cancer,finn-b-C3_SKIN,"CTSK_Monocyte, non-classical_Skin cancer_finn-b-C3_SKIN",0.022717747,1,1
"HERC2P9_T cell, CD4, TFH",HERC2P9,"T cell, CD4, TFH",1,-0.235619062,0.030207572,NA,NA,6.19E-15,NA,NA,NA,NA,NA,NA,NA,-0.294825903,-0.17641222,0.790081589,0.74466122,0.838272359,3.19E-12,Skin cancer,finn-b-C3_SKIN,"HERC2P9_T cell, CD4, TFH_Skin cancer_finn-b-C3_SKIN",0.997601216,1,0.997601
"HERC2P9_T cell, CD4, TH1",HERC2P9,"T cell, CD4, TH1",1,-0.207023642,0.026541493,NA,NA,6.19E-15,NA,NA,NA,NA,NA,NA,NA,-0.259044968,-0.155002317,0.813000428,0.771788317,0.856413193,3.19E-12,Skin cancer,finn-b-C3_SKIN,"HERC2P9_T cell, CD4, TH1_Skin cancer_finn-b-C3_SKIN",0.997623612,1,0.997624
"HERC2P9_T cell, CD4, naive",HERC2P9,"T cell, CD4, naive",1,-0.242494007,0.031088975,NA,NA,6.19E-15,NA,NA,NA,NA,NA,NA,NA,-0.303428398,-0.181559615,0.78466845,0.738282749,0.833968526,3.19E-12,Skin cancer,finn-b-C3_SKIN,"HERC2P9_T cell, CD4, naive_Skin cancer_finn-b-C3_SKIN",0.997622859,1,0.997623
"HERC2P9_T cell, CD4, TH1 TH17",HERC2P9,"T cell, CD4, TH1 TH17",1,-0.229576557,0.029432892,NA,NA,6.19E-15,NA,NA,NA,NA,NA,NA,NA,-0.287265025,-0.171888089,0.794870113,0.750312851,0.842073405,3.19E-12,Skin cancer,finn-b-C3_SKIN,"HERC2P9_T cell, CD4, TH1 TH17_Skin cancer_finn-b-C3_SKIN",0.997622804,1,0.997623
"HERC2P9_T cell, CD4, TH2",HERC2P9,"T cell, CD4, TH2",1,-0.212730813,0.027273181,NA,NA,6.19E-15,NA,NA,NA,NA,NA,NA,NA,-0.266186249,-0.159275378,0.808373711,0.766296393,0.852761495,3.19E-12,Skin cancer,finn-b-C3_SKIN,"HERC2P9_T cell, CD4, TH2_Skin cancer_finn-b-C3_SKIN",0.997619679,1,0.99762
"HERC2P9_T cell, CD4, memory TREG",HERC2P9,"T cell, CD4, memory TREG",1,-0.232553589,0.029814563,NA,NA,6.19E-15,NA,NA,NA,NA,NA,NA,NA,-0.290990131,-0.174117046,0.792507279,0.747523055,0.84019855,3.19E-12,Skin cancer,finn-b-C3_SKIN,"HERC2P9_T cell, CD4, memory TREG_Skin cancer_finn-b-C3_SKIN",0.996973267,1,0.996973
"HERC2P9_Monocyte, classical",HERC2P9,"Monocyte, classical",1,-0.266468089,0.034162576,NA,NA,6.19E-15,NA,NA,NA,NA,NA,NA,NA,-0.333426737,-0.199509441,0.76608045,0.716464387,0.819132487,3.19E-12,Skin cancer,finn-b-C3_SKIN,"HERC2P9_Monocyte, classical_Skin cancer_finn-b-C3_SKIN",0.993820482,1,0.99382
"HERC2P9_Monocyte, non-classical",HERC2P9,"Monocyte, non-classical",1,-0.279297958,0.035807431,NA,NA,6.19E-15,NA,NA,NA,NA,NA,NA,NA,-0.349480522,-0.209115395,0.756314519,0.705054255,0.81130161,3.19E-12,Skin cancer,finn-b-C3_SKIN,"HERC2P9_Monocyte, non-classical_Skin cancer_finn-b-C3_SKIN",0.997445841,1,0.997446
"HERC2P9_T cell, CD8, naive activated",HERC2P9,"T cell, CD8, naive activated",1,-0.251700491,0.032269294,NA,NA,6.19E-15,NA,NA,NA,NA,NA,NA,NA,-0.314948307,-0.188452675,0.777477565,0.7298266,0.828239699,3.19E-12,Skin cancer,finn-b-C3_SKIN,"HERC2P9_T cell, CD8, naive activated_Skin cancer_finn-b-C3_SKIN",0.997446319,1,0.997446
"HERC2P9_T cell, CD4, TH17",HERC2P9,"T cell, CD4, TH17",1,-0.211594307,0.027127475,NA,NA,6.19E-15,NA,NA,NA,NA,NA,NA,NA,-0.264764158,-0.158424455,0.809292956,0.767386911,0.853487438,3.19E-12,Skin cancer,finn-b-C3_SKIN,"HERC2P9_T cell, CD4, TH17_Skin cancer_finn-b-C3_SKIN",0.99762245,1,0.997622
"HERC2P9_T cell, CD4, naive TREG",HERC2P9,"T cell, CD4, naive TREG",1,-0.257994369,0.033076201,NA,NA,6.19E-15,NA,NA,NA,NA,NA,NA,NA,-0.322823723,-0.193165014,0.772599583,0.724101486,0.824345934,3.19E-12,Skin cancer,finn-b-C3_SKIN,"HERC2P9_T cell, CD4, naive TREG_Skin cancer_finn-b-C3_SKIN",0.997580319,1,0.99758
"HERC2P9_T cell, CD8, naive",HERC2P9,"T cell, CD8, naive",1,-0.240832412,0.03087595,NA,NA,6.19E-15,NA,NA,NA,NA,NA,NA,NA,-0.301349275,-0.18031555,0.785973335,0.739819327,0.835006684,3.19E-12,Skin cancer,finn-b-C3_SKIN,"HERC2P9_T cell, CD8, naive_Skin cancer_finn-b-C3_SKIN",0.997623623,1,0.997624
"CTSK_Monocyte, classical",CTSK,"Monocyte, classical",1,-0.098438946,0.019971252,NA,NA,8.26E-07,NA,NA,NA,NA,NA,NA,NA,-0.1375826,-0.059295292,0.906251021,0.871462364,0.942428437,0.000213006,Skin cancer,finn-b-C3_SKIN,"CTSK_Monocyte, classical_Skin cancer_finn-b-C3_SKIN",0.446640983,1,0.993022
"PADI6_T cell, CD4, memory TREG",PADI6,"T cell, CD4, memory TREG",1,-0.053526927,0.013660965,NA,NA,8.92E-05,NA,NA,NA,NA,NA,NA,NA,-0.080302419,-0.026751435,0.947880417,0.922837221,0.973603215,0.018521024,Skin cancer,finn-b-C3_SKIN,"PADI6_T cell, CD4, memory TREG_Skin cancer_finn-b-C3_SKIN",1.05E-08,1,1
"PADI6_T cell, CD4, TH17",PADI6,"T cell, CD4, TH17",1,-0.075311379,0.018739451,NA,NA,5.85E-05,NA,NA,NA,NA,NA,NA,NA,-0.112040702,-0.038582055,0.927454652,0.894007868,0.962152752,0.012670328,Skin cancer,finn-b-C3_SKIN,"PADI6_T cell, CD4, TH17_Skin cancer_finn-b-C3_SKIN",0.148020998,1,0.911719
"SPAG1_Monocyte, non-classical",SPAG1,"Monocyte, non-classical",1,-0.084536885,0.020239488,NA,NA,2.96E-05,NA,NA,NA,NA,NA,NA,NA,-0.124206282,-0.044867489,0.918937759,0.883197634,0.95612417,0.006905048,Skin cancer,finn-b-C3_SKIN,"SPAG1_Monocyte, non-classical_Skin cancer_finn-b-C3_SKIN",0.917219468,1,0.917219
"KRT1_T cell, CD4, TH2",KRT1,"T cell, CD4, TH2",1,0.059799245,0.015919253,NA,NA,0.000172368,NA,NA,NA,NA,NA,NA,NA,0.028597509,0.091000981,1.061623399,1.029010344,1.095270079,0.029619566,Skin cancer,finn-b-C3_SKIN,"KRT1_T cell, CD4, TH2_Skin cancer_finn-b-C3_SKIN",0.707485023,1,1
"HLA-DRB9_B cell, naive",HLA-DRB9,"B cell, naive",1,0.109626844,0.029922737,NA,NA,0.000248633,NA,NA,NA,NA,NA,NA,NA,0.05097828,0.168275408,1.115861602,1.052300037,1.183262446,0.041764794,Skin cancer,finn-b-C3_SKIN,"HLA-DRB9_B cell, naive_Skin cancer_finn-b-C3_SKIN",0.000962829,1,1
"DBNDD1_T cell, CD4, TH2",DBNDD1,"T cell, CD4, TH2",1,0.097315712,0.018457485,NA,NA,1.35E-07,NA,NA,NA,NA,NA,NA,NA,0.06113904,0.133492383,1.102208299,1.06304671,1.142812561,5.03E-05,Skin cancer,finn-b-C3_SKIN,"DBNDD1_T cell, CD4, TH2_Skin cancer_finn-b-C3_SKIN",0.000964957,1,0.964645
"DBNDD1_T cell, CD4, TH1",DBNDD1,"T cell, CD4, TH1",1,0.106071568,0.020118174,NA,NA,1.35E-07,NA,NA,NA,NA,NA,NA,NA,0.066639947,0.145503189,1.11190145,1.068910545,1.156621423,5.03E-05,Skin cancer,finn-b-C3_SKIN,"DBNDD1_T cell, CD4, TH1_Skin cancer_finn-b-C3_SKIN",3.47E-05,1,0.95657
"DBNDD1_T cell, CD4, TFH",DBNDD1,"T cell, CD4, TFH",1,0.094026571,0.017833647,NA,NA,1.35E-07,NA,NA,NA,NA,NA,NA,NA,0.059072623,0.128980519,1.098588936,1.06085228,1.137667961,5.03E-05,Skin cancer,finn-b-C3_SKIN,"DBNDD1_T cell, CD4, TFH_Skin cancer_finn-b-C3_SKIN",1.75E-05,1,0.999955
"WHAMMP2_T cell, CD8, naive",WHAMMP2,"T cell, CD8, naive",1,-0.256128371,0.03237178,NA,NA,2.53E-15,NA,NA,NA,NA,NA,NA,NA,-0.319577061,-0.192679682,0.774042597,0.726456219,0.824746113,2.36E-12,Skin cancer,finn-b-C3_SKIN,"WHAMMP2_T cell, CD8, naive_Skin cancer_finn-b-C3_SKIN",0.997623623,1,0.997624
